,location,total_sqft,bath,price,bhk
7762,Sarjapur,1150.0,2.0,41.0,2
7763,Other,650.0,1.0,50.0,1
7764,Sarjapur  Road,675.0,1.0,27.0,1
7765,Other,1050.0,1.0,32.39,1
7766,Yelahanka New Town,1100.0,2.0,58.0,2
7767,Uttarahalli,1330.0,2.0,58.0,3
7768,Other,2400.0,5.0,75.0,6
7769,Banashankari,1770.0,3.0,108.0,3
7770,Prithvi Layout,2100.0,3.0,125.0,3
7771,Pai Layout,1000.0,2.0,42.0,2
7772,Kanakpura Road,1419.59,2.0,65.0,3
7773,Kodihalli,1400.0,3.0,81.0,3
7774,Horamavu Agara,750.0,2.0,37.49,2
7775,Kannamangala,1536.0,3.0,107.0,3
7776,Sarjapur  Road,2582.5,2.0,102.92,3
7777,Electronic City,1342.0,2.0,72.0,2
7778,Kanakapura,938.0,1.0,50.0,1
7779,Budigere,1820.0,3.0,99.0,3
7780,Bhoganhalli,2439.0,4.0,170.0,4
7781,Kanakpura Road,1665.0,3.0,78.0,3
7782,Bommanahalli,1091.0,2.0,40.0,2
7783,Sarjapur  Road,1346.0,2.0,74.03,2
7784,Brookefield,3675.0,4.0,176.0,4
7785,JP Nagar,1060.0,2.0,33.95,2
7786,Whitefield,1059.0,2.0,57.0,2
7787,Hebbal,1299.0,2.0,97.0,2
7788,Yelahanka,1491.0,3.0,85.0,3
7789,Basaveshwara Nagar,1200.0,2.0,85.0,2
7790,Hulimavu,581.0,1.0,29.0,1
7791,Other,1296.0,2.0,70.0,2
7792,Other,1125.0,2.0,55.0,2
7793,Electronic City,1275.0,3.0,70.0,3
7794,Kothanur,1095.0,2.0,55.0,2
7795,Old Madras Road,1330.0,2.0,74.0,2
7796,Marathahalli,1135.0,2.0,60.0,2
7797,Whitefield,516.0,1.0,39.0,1
7798,Other,1194.0,2.0,51.0,2
7799,Electronic City,770.0,1.0,38.0,2
7800,Chikkalasandra,1355.0,3.0,54.2,3
7801,Harlur,2569.0,4.0,175.0,4
7802,Whitefield,1116.0,2.0,51.91,2
7803,Bhoganhalli,1707.0,3.0,115.0,3
7804,Sultan Palaya,1070.0,2.0,49.0,2
7805,Whitefield,6000.0,4.0,410.0,4
7806,Tumkur Road,1240.0,2.0,83.0,3
7807,JP Nagar,1300.0,2.0,91.65,2
7808,Ambalipura,1700.0,2.0,76.0,2
7809,Yeshwanthpur,1383.0,2.0,76.18,3
7810,Other,3000.0,4.0,170.0,5
7811,Electronic City,1200.0,2.0,34.65,2
7812,Hulimavu,935.0,2.0,45.0,2
7813,Jalahalli,615.0,1.0,46.0,1
7814,KR Puram,1116.0,2.0,45.0,2
7815,Whitefield,1639.0,3.0,107.0,3
7816,Marathahalli,1839.0,3.0,130.0,3
7817,Other,1300.0,2.0,63.0,2
7818,Horamavu Agara,625.0,1.0,27.0,1
7819,Thanisandra,933.0,1.0,61.0,1
7820,Hosur Road,2289.0,3.0,180.0,3
7821,Ramamurthy Nagar,2316.0,3.0,125.0,3
7822,Electronic City,1005.0,2.0,39.77,2
7823,Horamavu Agara,1080.0,2.0,38.0,2
7824,Vishwapriya Layout,910.0,2.0,36.0,2
7825,Hormavu,1200.0,2.0,73.0,2
7826,Electronic City,1110.0,2.0,39.9,2
7827,Kothanur,1142.0,2.0,56.0,2
7828,2nd Stage Nagarbhavi,4000.0,4.0,240.0,5
7829,AECS Layout,1005.0,2.0,55.0,2
7830,Kothanur,1074.0,2.0,54.0,2
7831,Basavangudi,1230.0,2.0,80.0,2
7832,Electronic City,660.0,1.0,23.0,2
7833,Other,1007.0,2.0,48.0,2
7834,Whitefield,1820.0,3.0,113.0,3
7835,Other,1100.0,2.0,60.0,2
7836,Other,1348.0,2.0,100.0,2
7837,Kasavanhalli,1230.0,2.0,66.25,2
7838,Horamavu Agara,1176.0,2.0,37.62,3
7839,Uttarahalli,1590.0,3.0,57.0,3
7840,Frazer Town,1200.0,2.0,78.0,2
7841,Other,1298.0,2.0,65.0,2
7842,Hosa Road,1161.0,2.0,55.15,2
7843,Kothanur,1285.0,2.0,60.0,2
7844,Electronic City,1644.0,3.0,92.59,3
7845,1st Phase JP Nagar,1205.0,2.0,85.0,2
7846,Uttarahalli,1050.0,2.0,42.0,2
7847,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
7848,9th Phase JP Nagar,1240.0,2.0,39.89,3
7849,Jigani,1221.0,3.0,70.0,3
7850,Kanakpura Road,1339.0,2.0,63.0,2
7851,Haralur Road,1315.0,2.0,85.0,2
7852,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
7853,Bisuvanahalli,850.0,2.0,27.0,2
7854,7th Phase JP Nagar,1600.0,2.0,110.0,3
7855,Electronic City,1250.0,2.0,62.0,2
7856,Other,1312.0,2.0,56.5,3
7857,Kadugodi,3000.0,4.0,134.0,4
7858,Whitefield,1990.0,3.0,98.0,3
7859,Other,760.0,2.0,38.5,2
7860,Kadugodi,1614.0,2.0,59.0,3
7861,Other,1182.0,2.0,60.1,3
7862,Other,1053.0,2.0,46.29,2
7863,Gubbalala,2000.0,3.0,125.0,3
7864,Hennur Road,1590.0,3.0,105.0,3
7865,Other,1035.0,2.0,52.79,2
7866,Kothanur,1075.0,2.0,53.0,2
7867,TC Palaya,900.0,2.0,55.0,2
7868,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
7869,Thanisandra,1702.0,3.0,107.0,3
7870,Bisuvanahalli,1080.0,2.0,65.0,3
7871,Kasavanhalli,1189.0,2.0,45.0,2
7872,Tumkur Road,1035.0,2.0,39.0,2
7873,Hennur Road,1200.0,2.0,36.0,2
7874,Kanakpura Road,1300.0,3.0,69.0,3
7875,Yelahanka,1330.0,2.0,93.65,2
7876,Kaggalipura,1210.0,2.0,65.0,3
7877,Chikkalasandra,1350.0,2.0,54.2,3
7878,Kaval Byrasandra,1900.0,2.0,65.0,3
7879,Other,1410.0,3.0,90.0,3
7880,Narayanapura,1469.0,2.0,99.14,2
7881,Varthur,986.0,2.0,30.0,2
7882,Other,1460.0,2.0,87.0,3
7883,Other,1260.0,2.0,85.05,3
7884,Chandapura,1345.0,2.0,39.5,3
7885,Panathur,980.0,2.0,57.0,2
7886,Kudlu Gate,1164.0,2.0,75.0,2
7887,Subramanyapura,929.0,1.0,51.0,2
7888,Kundalahalli,1065.0,2.0,70.0,2
7889,Budigere,1747.0,2.0,56.725,2
7890,Electronic City,1020.0,2.0,30.27,2
7891,Gunjur,1362.0,3.0,62.63,3
7892,Yeshwanthpur,672.0,1.0,36.85,1
7893,Brookefield,1746.0,3.0,115.0,3
7894,Electronic City,1025.0,2.0,29.6,2
7895,Harlur,1532.0,2.0,65.0,2
7896,Other,1250.0,2.0,65.0,2
7897,Thanisandra,1188.0,2.0,39.0,2
7898,Whitefield,3565.0,4.0,218.0,4
7899,Marathahalli,1170.0,2.0,85.0,2
7900,Other,1000.0,2.0,35.0,2
7901,Kasturi Nagar,2507.0,4.0,155.0,4
7902,Babusapalaya,1061.0,2.0,34.0,2
7903,KR Puram,1290.0,2.0,69.0,2
7904,Sarjapur,1200.0,2.0,42.6,2
7905,Bharathi Nagar,1120.0,2.0,39.29,2
7906,Electronic City,418.0,1.0,12.0,1
7907,Sarjapur,1333.0,3.0,50.0,3
7908,Sarjapur  Road,1691.0,3.0,119.0,3
7909,Thanisandra,1089.0,1.0,34.355,1
7910,Balagere,1012.0,2.0,70.0,2
7911,Kudlu,1245.0,2.0,60.0,3
7912,7th Phase JP Nagar,1765.0,3.0,118.0,3
7913,Gottigere,1110.0,2.0,36.25,2
7914,Other,967.0,2.0,47.8,2
7915,Sarjapur,1044.0,2.0,36.0,2
7916,Brookefield,1518.0,3.0,80.0,3
7917,KR Puram,1300.0,2.0,57.0,3
7918,Other,1798.0,3.0,73.0,3
7919,KR Puram,866.28,2.0,36.38,2
7920,Singasandra,1179.0,2.0,56.0,2
7921,Uttarahalli,1125.0,2.0,48.0,2
7922,Haralur Road,1976.0,3.0,92.0,3
7923,5th Phase JP Nagar,1190.0,2.0,61.8,2
7924,Jakkur,1761.0,3.0,84.52,3
7925,Cooke Town,1700.0,3.0,120.0,3
7926,Electronic City,1128.0,2.0,64.8,2
7927,Other,2000.0,3.0,85.0,3
7928,Electronic City,1220.0,2.0,35.25,3
7929,Other,509.0,1.0,20.0,1
7930,Varthur,1045.0,2.0,40.65,2
7931,Other,3535.0,4.0,215.0,4
7932,Marathahalli,1102.0,2.0,53.67,2
7933,Other,1800.0,3.0,82.0,4
7934,Hebbal Kempapura,1436.0,2.0,75.0,3
7935,Other,1397.0,2.0,52.0,3
7936,Kothanur,1140.0,2.0,56.0,2
7937,Other,2050.0,3.0,135.0,3
7938,Sarjapur  Road,1335.0,2.0,95.0,2
7939,Hebbal,1255.0,3.0,77.68,3
7940,Thanisandra,1140.0,2.0,59.0,2
7941,Thanisandra,663.0,1.0,46.0,1
7942,Kanakpura Road,1450.0,3.0,60.9,3
7943,Kodichikkanahalli,1400.0,3.0,66.0,3
7944,Other,1339.0,2.0,53.56,2
7945,Electronic City,1220.0,2.0,35.23,3
7946,Other,1305.0,2.0,52.0,2
7947,Green Glen Layout,1740.0,3.0,80.0,3
7948,Anekal,680.0,1.0,21.0,2
7949,Bannerghatta Road,1154.0,2.0,47.0,2
7950,Munnekollal,1200.0,2.0,40.0,2
7951,Hennur,1155.0,2.0,54.5,2
7952,Sarjapur  Road,1525.0,2.0,63.0,3
7953,Padmanabhanagar,1100.0,2.0,60.0,2
7954,Hormavu,1250.0,2.0,65.0,2
7955,Kothanur,1400.0,2.0,70.0,2
7956,Other,1600.0,3.0,100.0,3
7957,Electronic City,1060.0,2.0,55.0,2
7958,Horamavu Banaswadi,1272.0,2.0,50.0,2
7959,Karuna Nagar,1945.0,3.0,115.0,3
7960,Chandapura,1033.0,2.0,30.47,3
7961,Other,2300.0,2.0,69.0,3
7962,Other,1235.0,2.0,52.76,2
7963,Other,850.0,2.0,42.5,2
7964,Subramanyapura,1880.0,3.0,110.0,3
7965,Kenchenahalli,1060.0,2.0,52.0,2
7966,Hennur Road,2041.0,3.0,138.0,3
7967,Vasanthapura,1037.0,2.0,36.28,2
7968,Other,1150.0,2.0,39.0,2
7969,LB Shastri Nagar,1184.0,2.0,62.0,2
7970,Sarjapur  Road,1680.0,3.0,126.0,3
7971,Thanisandra,1411.0,3.0,100.0,3
7972,Kanakpura Road,900.0,2.0,41.0,2
7973,Thanisandra,1702.0,3.0,120.0,3
7974,Yelahanka,1185.0,2.0,45.0,2
7975,Kanakpura Road,1300.0,3.0,64.0,3
7976,Other,1545.0,3.0,65.0,3
7977,Jigani,1300.0,3.0,55.0,3
7978,JP Nagar,1107.0,2.0,57.0,2
7979,Old Madras Road,1720.0,3.0,106.0,3
7980,Bannerghatta Road,1000.0,2.0,44.5,2
7981,Electronic City,710.0,1.0,40.42,1
7982,Thanisandra,1100.0,2.0,38.0,2
7983,Bannerghatta Road,1250.0,2.0,48.0,2
7984,Kaggadasapura,2400.0,4.0,130.0,5
7985,Hegde Nagar,1584.01,3.0,104.0,3
7986,Kaggadasapura,1485.0,2.0,70.0,3
7987,Hennur Road,1100.0,2.0,78.0,3
7988,8th Phase JP Nagar,1245.0,2.0,59.0,2
7989,Other,1050.0,2.0,45.0,2
7990,Bannerghatta Road,1640.0,3.0,105.0,3
7991,Other,1165.0,2.0,65.0,2
7992,Kengeri Satellite Town,1110.0,2.0,43.0,2
7993,Uttarahalli,4500.0,4.0,150.0,4
7994,Haralur Road,1300.0,2.0,75.0,2
7995,Other,1200.0,1.0,42.0,2
7996,Hennur Road,1232.0,2.0,69.61,2
7997,Jalahalli,1704.0,3.0,94.36,3
7998,7th Phase JP Nagar,1275.0,2.0,88.0,3
7999,Sarjapur  Road,1222.0,2.0,68.0,3
8000,Varthur,1155.0,2.0,39.0,2
8001,Electronic City,1000.0,2.0,29.95,2
8002,Horamavu Banaswadi,1200.0,2.0,45.0,2
8003,Yelahanka,1517.0,3.0,71.28,3
8004,Horamavu Agara,1166.0,2.0,37.29,2
8005,5th Phase JP Nagar,4000.0,5.0,170.0,5
8006,Whitefield,1345.0,3.0,58.0,3
8007,Chandapura,971.0,2.0,38.0,3
8008,Hennur,1255.0,2.0,52.32,2
8009,EPIP Zone,1810.0,2.0,65.0,2
8010,Other,1300.0,2.0,58.0,2
8011,Thanisandra,1185.0,2.0,45.0,2
8012,Pattandur Agrahara,1350.0,2.0,68.0,2
8013,Budigere,2345.0,3.0,76.16,3
8014,Somasundara Palya,1650.0,3.0,126.0,3
8015,Other,1645.0,3.0,87.0,3
8016,Hennur Road,1748.0,3.0,103.0,3
8017,Channasandra,1200.0,3.0,67.77,3
8018,Kengeri Satellite Town,1170.0,2.0,50.0,2
8019,Sarjapur  Road,3420.0,4.0,225.0,4
8020,Hulimavu,1320.0,2.0,65.0,3
8021,Bhoganhalli,1610.0,3.0,84.53,3
8022,Sarjapur  Road,1510.0,2.0,110.0,3
8023,Other,1305.0,2.0,45.68,3
8024,Mahadevpura,1500.0,2.0,70.0,3
8025,Thanisandra,1948.0,4.0,129.0,4
8026,Margondanahalli,1448.0,3.0,70.0,3
8027,Sarjapur  Road,1242.0,2.0,78.0,2
8028,Sonnenahalli,1268.0,2.0,58.0,2
8029,Ramamurthy Nagar,1101.0,2.0,50.0,2
8030,Other,1255.0,2.0,65.0,2
8031,Gunjur,1362.0,3.0,62.63,3
8032,Hosa Road,1089.0,2.0,32.67,2
8033,Uttarahalli,1345.0,2.0,57.0,3
8034,Kaggalipura,950.0,2.0,45.0,2
8035,HBR Layout,1068.0,2.0,43.0,2
8036,Yelahanka New Town,860.0,1.0,31.0,2
8037,Yelahanka,1756.0,3.0,66.73,3
8038,Whitefield,1205.0,2.0,41.0,2
8039,Banashankari,1800.0,3.0,125.0,3
8040,Hormavu,1604.0,3.0,68.0,3
8041,Old Airport Road,2732.0,4.0,204.0,4
8042,Banashankari,1200.0,2.0,42.0,3
8043,Ananth Nagar,1010.0,2.0,38.0,2
8044,Doddakallasandra,1010.0,2.0,41.0,2
8045,Yelahanka,1050.0,2.0,33.1,2
8046,Harlur,1710.0,3.0,85.0,3
8047,Bannerghatta Road,1656.0,2.0,62.93,3
8048,Other,1451.0,3.0,68.0,3
8049,JP Nagar,1250.0,2.0,93.0,2
8050,Other,4395.0,3.0,240.0,3
8051,Sonnenahalli,1340.0,2.0,42.0,3
8052,Other,1100.0,2.0,38.5,2
8053,Devarachikkanahalli,1700.0,3.0,71.0,3
8054,KR Puram,1096.0,2.0,43.0,2
8055,Electronic City Phase II,1160.0,2.0,33.5,2
8056,Other,1936.0,3.0,139.0,3
8057,Nehru Nagar,1269.0,2.0,63.0,3
8058,Panathur,1586.0,3.0,125.0,3
8059,Kanakpura Road,1452.0,3.0,56.5,3
8060,Hosa Road,1538.0,3.0,107.0,3
8061,Other,935.0,2.0,40.0,2
8062,Other,1220.0,2.0,65.0,2
8063,Harlur,1197.0,2.0,77.0,2
8064,Varthur,674.0,1.0,19.9,2
8065,Kengeri,410.0,1.0,15.0,1
8066,Thanisandra,1573.0,3.0,90.0,3
8067,Dodda Nekkundi,1135.0,2.0,58.0,2
8068,Other,1400.0,2.0,40.43,3
8069,Other,1200.0,1.0,65.0,1
8070,Other,1800.0,3.0,95.0,3
8071,Other,2045.0,3.0,108.0,3
8072,Sonnenahalli,1268.0,2.0,56.0,2
8073,Kambipura,883.0,2.0,39.0,2
8074,Yelahanka,1600.0,3.0,100.0,3
8075,Thanisandra,1056.0,2.0,70.0,2
8076,Whitefield,4500.0,4.0,330.0,4
8077,KR Puram,1204.0,2.0,58.0,2
8078,Other,1410.0,2.0,54.0,3
8079,Hennur Road,1460.0,2.0,80.3,2
8080,Dodda Nekkundi,1100.0,2.0,41.18,2
8081,Other,1310.0,2.0,88.0,2
8082,Sector 2 HSR Layout,1600.0,3.0,90.0,3
8083,Other,1250.0,2.0,55.0,2
8084,Sarjapur  Road,1665.0,3.0,74.93,3
8085,Uttarahalli,1345.0,2.0,57.0,3
8086,Singasandra,1416.0,2.0,67.0,2
8087,HSR Layout,1145.0,2.0,46.0,2
8088,Jigani,1231.0,3.0,58.0,3
8089,Yelahanka,1664.0,3.0,73.95,3
8090,TC Palaya,2000.0,3.0,76.0,3
8091,Rajiv Nagar,972.0,2.0,43.0,2
8092,Other,4500.0,4.0,345.0,4
8093,Bellandur,1185.0,2.0,47.39,2
8094,Green Glen Layout,1750.0,3.0,81.0,3
8095,Balagere,1007.0,2.0,68.0,2
8096,Whitefield,1250.0,2.0,85.0,2
8097,Other,1200.0,2.0,54.0,2
8098,Horamavu Agara,994.0,2.0,42.28,2
8099,Ramamurthy Nagar,1150.0,2.0,40.0,2
8100,Thanisandra,1220.0,2.0,46.0,2
8101,Old Madras Road,1157.0,2.0,47.32,2
8102,Thigalarapalya,1400.0,2.0,105.0,2
8103,Tindlu,1370.07,3.0,65.0,3
8104,Judicial Layout,900.0,2.0,40.0,2
8105,Other,418.0,1.0,17.0,1
8106,Other,1200.0,3.0,80.0,3
8107,ISRO Layout,1200.0,2.0,43.0,2
8108,Talaghattapura,1062.0,2.0,42.48,2
8109,Kanakpura Road,1120.0,2.0,51.0,2
8110,Bannerghatta Road,1012.0,2.0,44.0,2
8111,Kanakpura Road,1430.0,2.0,78.0,2
8112,Channasandra,1195.0,2.0,56.0,3
8113,Bisuvanahalli,1075.0,2.0,42.0,3
8114,Hennur Road,2345.0,3.0,75.99,3
8115,Sonnenahalli,1011.0,2.0,59.0,2
8116,7th Phase JP Nagar,1450.0,2.0,102.0,3
8117,Sarjapur  Road,1129.0,2.0,69.0,2
8118,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
8119,Sarjapur  Road,1180.0,2.0,45.0,3
8120,Hennur Road,1933.0,3.0,140.0,3
8121,TC Palaya,1082.0,2.0,64.0,2
8122,Other,610.0,1.0,28.0,1
8123,Kathriguppe,1300.0,3.0,77.99,3
8124,CV Raman Nagar,1125.0,2.0,46.0,2
8125,Kengeri Satellite Town,777.4,2.0,25.0,2
8126,Other,1864.0,3.0,120.0,3
8127,Whitefield,1115.0,2.0,51.91,2
8128,Kengeri,400.0,1.0,25.0,1
8129,Rajaji Nagar,1200.0,2.0,70.0,2
8130,Other,950.0,2.0,57.0,2
8131,Bellandur,1200.0,2.0,62.0,2
8132,GM Palaya,1735.0,3.0,70.0,3
8133,HSR Layout,1009.0,2.0,56.0,2
8134,Jalahalli,1470.0,2.0,102.0,3
8135,Bannerghatta Road,1527.0,3.0,115.0,3
8136,Other,985.0,2.0,45.0,2
8137,Chandapura,3300.0,4.0,135.0,4
8138,Whitefield,1277.0,2.0,77.0,2
8139,Other,1100.0,2.0,62.0,2
8140,Whitefield,1820.0,3.0,140.0,3
8141,Other,1530.0,3.0,87.0,4
8142,Hennur,1255.0,2.0,52.35,2
8143,Kanakpura Road,700.0,2.0,36.0,2
8144,Somasundara Palya,1140.0,2.0,46.0,2
8145,Electronic City Phase II,1025.0,2.0,29.6,2
8146,Whitefield,3453.0,4.0,247.0,4
8147,Uttarahalli,1490.0,2.0,59.6,3
8148,Sarjapur  Road,1850.0,3.0,140.0,3
8149,Kaikondrahalli,1250.0,2.0,78.0,2
8150,Other,2400.0,3.0,108.0,4
8151,Jalahalli,1244.0,2.0,88.0,2
8152,Sarjapur  Road,1034.0,2.0,38.0,2
8153,Kasavanhalli,1719.0,3.0,71.0,3
8154,7th Phase JP Nagar,1035.0,2.0,39.33,2
8155,Hosa Road,1470.0,2.0,84.22,3
8156,Yelahanka,1140.0,2.0,50.66,2
8157,Harlur,1752.12,3.0,125.0,3
8158,Old Madras Road,2990.0,3.0,170.0,3
8159,Bannerghatta Road,1660.0,3.0,85.0,3
8160,Electronic City,1275.0,3.0,63.43,3
8161,Bommasandra Industrial Area,1365.0,3.0,52.81,3
8162,Other,1200.0,2.0,90.0,3
8163,Kanakpura Road,2546.0,3.0,170.0,3
8164,Banashankari Stage VI,1392.0,3.0,69.46,3
8165,Whitefield,1245.0,2.0,59.76,2
8166,Yeshwanthpur,1162.0,2.0,64.08,2
8167,Singasandra,1476.0,2.0,73.0,3
8168,KR Puram,700.0,1.0,21.5,1
8169,Other,3600.0,6.0,170.0,6
8170,Jigani,943.0,2.0,48.0,2
8171,Sarjapur  Road,1113.0,2.0,44.5,2
8172,Varthur,1615.0,3.0,69.43,3
8173,Other,1279.0,2.0,100.0,2
8174,Other,1256.0,2.0,60.0,2
8175,Sompura,1350.0,3.0,65.0,3
8176,Other,1525.0,3.0,68.63,3
8177,Hebbal,1645.0,3.0,117.0,3
8178,Ardendale,1777.26,3.0,92.0,3
8179,Bisuvanahalli,845.0,2.0,32.0,2
8180,Varthur,1210.0,2.0,64.15,2
8181,Hosur Road,1250.0,2.0,50.0,3
8182,Other,1200.0,2.0,35.0,4
8183,Marathahalli,1108.0,2.0,60.0,3
8184,Kanakpura Road,1401.0,3.0,69.0,3
8185,Sarjapur  Road,1157.0,2.0,75.0,3
8186,Other,1185.0,2.0,42.66,2
8187,Green Glen Layout,1751.0,3.0,115.0,3
8188,Bannerghatta Road,1880.0,3.0,96.5,3
8189,Channasandra,1175.0,2.0,38.0,2
8190,Jalahalli,1407.0,2.0,98.49,2
8191,Yelachenahalli,1000.0,2.0,50.0,2
8192,Electronic City,1518.0,3.0,75.0,3
8193,Tumkur Road,1027.0,2.0,67.0,2
8194,HSR Layout,1145.0,2.0,46.0,2
8195,Begur Road,1500.0,2.0,47.25,3
8196,Varthur,1737.0,2.0,57.32,3
8197,Hennur,5259.0,2.0,161.5,4
8198,Other,1120.0,2.0,60.0,2
8199,Hennur Road,1030.0,2.0,46.5,2
8200,Gubbalala,2500.0,6.0,88.0,6
8201,Kammasandra,1057.0,2.0,35.0,2
8202,Old Airport Road,2774.0,4.0,208.0,4
8203,Hormavu,1075.0,2.0,53.7,2
8204,Mysore Road,1080.0,2.0,60.0,3
8205,Singasandra,1139.7,2.0,45.0,2
8206,Whitefield,1074.0,2.0,42.8,2
8207,Whitefield,1200.0,2.0,46.13,2
8208,Sarjapur  Road,1323.0,2.0,74.0,2
8209,Hennur Road,1232.0,2.0,69.61,2
8210,Kalena Agrahara,900.0,2.0,40.0,2
8211,Sarjapura - Attibele Road,740.0,1.0,23.65,1
8212,Hebbal,1920.0,3.0,134.0,3
8213,Bannerghatta Road,1550.0,3.0,96.0,3
8214,Gunjur,1588.0,2.0,90.0,3
8215,Other,1308.0,2.0,86.0,2
8216,Hennur,1340.0,2.0,54.27,3
8217,Thanisandra,1719.0,3.0,135.0,3
8218,Horamavu Agara,1107.83,2.0,41.51,2
8219,Whitefield,1200.0,2.0,45.84,2
8220,Jakkur,1660.0,3.0,104.0,3
8221,Nagavara,1247.0,2.0,58.56,2
8222,Thanisandra,1595.0,3.0,96.0,3
8223,Kaggadasapura,1175.0,2.0,50.0,2
8224,Old Airport Road,1184.0,2.0,78.0,2
8225,Other,1100.0,2.0,55.0,2
8226,Yelahanka,1200.0,2.0,60.0,2
8227,Other,1000.0,2.0,45.0,2
8228,Uttarahalli,1000.0,2.0,52.0,2
8229,Yelahanka,1705.0,3.0,85.0,3
8230,Tumkur Road,1060.0,2.0,58.3,3
8231,Chikka Tirupathi,2325.0,4.0,120.0,4
8232,Other,1347.0,2.0,55.0,3
8233,Varthur,1402.0,2.0,95.0,2
8234,Other,1225.0,2.0,71.05,2
8235,5th Phase JP Nagar,1080.0,2.0,53.0,2
8236,Begur Road,1100.0,2.0,42.6,2
8237,Bannerghatta Road,1200.0,2.0,78.0,2
8238,Begur Road,1565.0,2.0,57.91,3
8239,Kothanur,1581.0,3.0,76.0,3
8240,Abbigere,985.0,2.0,38.92,2
8241,Sarjapur,950.0,2.0,35.0,2
8242,Other,1339.0,2.0,55.0,2
8243,Other,1449.0,3.0,72.0,3
8244,Other,1100.0,2.0,38.68,2
8245,Kaval Byrasandra,2700.0,3.0,200.0,3
8246,Other,1100.0,2.0,55.0,2
8247,Electronic City,1140.0,2.0,32.92,2
8248,Chandapura,800.0,1.0,30.0,2
8249,Chikkabanavar,2000.0,4.0,65.0,5
8250,Other,1300.0,2.0,95.0,2
8251,Kanakpura Road,1220.0,2.0,60.0,2
8252,Sarjapur  Road,2289.0,3.0,178.0,3
8253,Whitefield,1170.0,2.0,56.0,2
8254,Other,1350.0,2.0,89.5,2
8255,Kambipura,883.0,2.0,45.0,2
8256,Thanisandra,1698.0,3.0,125.0,3
8257,Electronic City Phase II,3262.5,4.0,105.0,4
8258,Ambalipura,1060.0,2.0,58.5,2
8259,Somasundara Palya,1185.0,2.0,75.0,2
8260,Vittasandra,1404.0,2.0,72.0,2
8261,Electronic City Phase II,1252.0,2.0,67.0,2
8262,Bannerghatta Road,1885.0,3.0,125.0,3
8263,Kaikondrahalli,3381.0,6.0,225.0,6
8264,Hormavu,980.0,2.0,42.0,2
8265,Banashankari,1420.0,3.0,66.0,3
8266,Other,2312.0,3.0,156.0,3
8267,Kaggadasapura,3000.0,4.0,130.0,4
8268,Other,1175.0,2.0,70.0,2
8269,Other,1145.0,2.0,51.0,2
8270,Bhoganhalli,970.0,2.0,52.5,2
8271,Electronic City,1125.0,2.0,32.49,2
8272,Whitefield,2399.5,3.0,92.63,3
8273,9th Phase JP Nagar,5000.0,4.0,300.0,4
8274,Ramagondanahalli,1635.0,3.0,57.0,3
8275,Kathriguppe,1335.0,2.0,73.43,3
8276,Yeshwanthpur,1166.0,2.0,64.08,2
8277,Shivaji Nagar,1460.0,2.0,90.0,3
8278,Other,1690.0,3.0,50.0,3
8279,Other,1386.0,3.0,93.0,4
8280,Other,1090.0,2.0,32.0,2
8281,Thanisandra,1732.0,3.0,85.73,3
8282,Whitefield,1390.0,2.0,72.0,2
8283,Sector 2 HSR Layout,1095.0,2.0,85.41,2
8284,Kengeri,416.0,1.0,17.19,1
8285,Yelahanka,1350.0,2.0,85.0,3
8286,Bannerghatta Road,1453.0,2.0,73.0,3
8287,Thanisandra,1226.0,2.0,65.0,2
8288,Hegde Nagar,1168.0,2.0,68.0,3
8289,Bannerghatta,1776.0,3.0,124.0,3
8290,Whitefield,1634.0,3.0,68.0,3
8291,Hormavu,860.0,2.0,56.0,2
8292,Nagasandra,1650.0,3.0,95.0,3
8293,Whitefield,1190.0,2.0,70.0,2
8294,JP Nagar,1133.0,2.0,33.99,2
8295,Other,1559.0,3.0,62.0,3
8296,Kodichikkanahalli,976.0,2.0,50.0,2
8297,Yelahanka,1590.0,2.0,54.0,3
8298,Yelahanka,1633.0,3.0,110.0,3
8299,Ramagondanahalli,1151.0,2.0,46.0,2
8300,Kereguddadahalli,1400.0,2.0,42.0,3
8301,Uttarahalli,1037.0,2.0,36.0,2
8302,Thanisandra,1188.0,2.0,36.0,2
8303,Other,1060.0,2.0,52.0,2
8304,Hennur,1255.0,2.0,54.5,2
8305,Hormavu,1075.0,2.0,53.7,2
8306,ITPL,900.0,2.0,27.0,2
8307,Kudlu Gate,1183.0,2.0,79.54,2
8308,HSR Layout,1100.0,2.0,44.0,2
8309,GM Palaya,1643.0,2.0,70.0,3
8310,Jakkur,1291.0,2.0,75.0,2
8311,Hennur,1150.0,3.0,80.0,3
8312,Electronic City,1060.0,2.0,55.0,2
8313,7th Phase JP Nagar,1575.0,2.0,110.0,3
8314,Other,1700.0,3.0,55.0,4
8315,Mahadevpura,1236.0,2.0,58.0,2
8316,Ramamurthy Nagar,1350.0,2.0,39.0,3
8317,Pai Layout,3800.0,6.0,175.0,6
8318,Electronic City,1200.0,2.0,34.66,2
8319,Hulimavu,1200.0,4.0,75.0,4
8320,Harlur,1225.0,2.0,56.0,2
8321,Thanisandra,1056.0,2.0,75.0,2
8322,9th Phase JP Nagar,1240.0,2.0,42.85,3
